,"If you want to contribute to this spreadsheet, please click the link below:",,,,,,,
,https://forms.gle/YYaZ9R6k6NhXZBqj7,,,,,,,
Timestamp,What year did you start your first job?,In what industry was this job?,What was your role?,What was your monthly salary (in PHP)?,What school did you graduate from?,What is your gender?,Did you negotiate your job offer?,"If you can provide additional context to any of your answers above, you can do so here."
1/23/2020 15:37:08,2018,Publishing/Media,Journalist,17000,UP,Female,Yes,
1/23/2020 15:37:33,2008,BPO,Agent,12000,FEU,Male,No,Since it’s my first job i did not negotiate
1/23/2020 15:37:34,2013,Technology,Associate Software Engineer,25000,ust,m,No,
1/23/2020 15:37:52,2018,IT,Quality Assurance Associate,16000,Colegio de San Juan de Letran,Female,No,
1/23/2020 15:38:42,2019,Government,Engineer,30000,UP Diliman,Male,No,
1/23/2020 15:39:28,2017,Education ,SPED teacher,16500,UST,Female ,No,
1/23/2020 15:39:33,2019,Advertising,Copywriter,18000,De La Salle University,Male,No,
1/23/2020 15:39:36,2018,BPO,Content writer,21000,Ateneo de Manila University,F,No,
1/23/2020 15:39:41,2017,Advertising,Operations Specialist,14000,UP Los Baños,Female,No,Applied because I was jealous that my fresh grad friends were working 😅 So I didn't really care about how low the salary was. Not until I finished the first month. #Unfair
1/23/2020 15:40:03,2018,Manufacturing,Laboratory analyst,11550,UP,Female,No,
1/23/2020 15:40:04,2019,FMCG,Public Relations,15000,University of the Philippines,,Yes,
1/23/2020 15:40:11,2018,Supermarket,Junior Category Buyer,18000,Ateneo de Manila University,Female,No,My salary did not justify the work I've been doing. I was overworked and did a lot of overtime as well.
1/23/2020 15:40:32,2019,Tech,Associate Software Engineer,27000,Colegio San Agustin - Biñan,Female,No,"Normally, it's just 25000. But I had a Latin honor (Magna Cum Laude) so they added 2000. It's also the same case if you graduate from a major university in Manila. Biased, I would say"
1/23/2020 15:40:38,2017,Content Marketing,Content Writer,15000,UST,Female,No,"In span of my almost 3 years here, I only got a raise twice :) now im a senior writer, my pay got better but i need more"
1/23/2020 15:41:38,2018,Architecture and Design,Apprentice (Graduate),6000,UP Mindanao,Homosexual Man,No,
1/23/2020 15:41:46,2019,Advertising,Sales Executive,15000,Lyceum of the Philippines University - Manila,Female,Yes,It was originally 12 or 14 I think but since they really need people they agreed with 15k because that's what the other qualified applicants are also asking.
1/23/2020 15:42:27,2020,Fintech,Content creator for marketing,18000,UP Los Banos,Male,Yes,"They first offered me 16,000 but I demanded an increase since I believe the monthly salary would not suffice my daily expenses. They agreed and gave me the raise."
1/23/2020 15:42:32,2017,Media,News segment producer,10000,Ateneo de davao,F,No,Fresh grad. I was hired 2 months after grad. Only getting paid 10k a month with OT and work on weekends most of the time because its a reporter job. Sa GMA network inc. 
1/23/2020 15:42:51,2017,Government,CA,17325,,,,
1/23/2020 15:42:57,2015,Construction,Junior Landscape Designer,13000,UP Diliman,Male,No,"Tried to ask for P18k, but the interviewer said I was asking too much for a fresh grad in the industry."
1/23/2020 15:43:36,2012,Architecture,Project Architect,12000,University of the Philippines,Female,No,
1/23/2020 15:46:00,2012,Automotive,Marketing Assistant,15000,DLSU,Male,No,
1/23/2020 15:46:02,2015,Architecture,Landscape designer,15000,UP Diliman,Male,No,It was a job order position at an attached agency of the government. The starting salary was fixed. 
1/23/2020 15:46:43,2017,Retail,Design Assistant,18000,,Male,No,
1/23/2020 15:47:22,2009,Software Development,Marketing Associate,18000,DLSU,Male,No,
1/23/2020 15:47:28,2018,BPO,Virtual Assistant-Bookkeeper,18000,University of San Jose-Recoletos,Female,No,
1/23/2020 15:47:31,2019,Media and Creatives Industry,Music Producer,16000,PUP Manila ,Male,No,I was so desperate of finding a job so I'd accept any offer lol.
1/23/2020 15:48:07,2016,Automotive,Web Content Writer,13000,University of the East-Caloocan,Female,Yes,
1/23/2020 15:48:14,2019,E-Learning,Content Marketing,17000,University of the Philippines Los Banos,Male,No,
